epoch,step,train_loss,val_loss
0,49,24.813743591308594,
0,99,13.15224552154541,
0,149,7.390738010406494,
0,199,10.466922760009766,
0,249,3.3443098068237305,
0,250,,5.374846935272217
1,299,4.194590091705322,
1,349,2.9532222747802734,
1,399,4.797717094421387,
1,449,2.8823742866516113,
1,499,2.8740220069885254,
1,501,,5.434309482574463
2,549,3.8591971397399902,
2,599,2.693574905395508,
2,649,5.92133903503418,
2,699,6.023451805114746,
2,749,4.004756450653076,
2,752,,5.489864826202393
3,799,4.475371837615967,
3,849,3.2233948707580566,
3,899,5.259164810180664,
3,949,4.421578884124756,
3,999,4.889792442321777,
3,1003,,5.290447235107422
4,1049,3.761815309524536,
4,1099,2.9020371437072754,
4,1149,11.275522232055664,
4,1199,3.897899627685547,
