epoch,step,train_loss,val_loss
0,49,9.421527862548828,
0,99,14.216341972351074,
0,149,5.317966461181641,
0,199,9.233821868896484,
0,249,3.284550905227661,
0,250,,5.3093366622924805
1,299,4.233754634857178,
1,349,2.9026992321014404,
1,399,4.220378875732422,
1,449,2.9904205799102783,
1,499,3.0840907096862793,
1,501,,5.232019424438477
2,549,3.6589767932891846,
2,599,2.7748982906341553,
2,649,5.619089126586914,
2,699,6.008068561553955,
2,749,4.093141078948975,
2,752,,5.303135395050049
3,799,4.473275184631348,
3,849,3.141139030456543,
3,899,6.3740386962890625,
3,949,5.582600116729736,
3,999,4.7548933029174805,
3,1003,,5.256095886230469
4,1049,4.432168006896973,
4,1099,3.1241865158081055,
4,1149,12.099316596984863,
4,1199,3.764556646347046,
4,1249,8.429048538208008,
4,1254,,5.246517181396484
5,1299,6.885712146759033,
5,1349,4.268935680389404,
5,1399,4.595883369445801,
5,1449,7.323615074157715,
5,1499,3.701921224594116,
5,1505,,5.851316452026367
6,1549,3.261615037918091,
6,1599,6.9921112060546875,
6,1649,4.076192855834961,
6,1699,4.4677414894104,
6,1749,6.403064727783203,
6,1756,,5.18513298034668
7,1799,3.118828535079956,
7,1849,5.830511569976807,
7,1899,4.331601619720459,
7,1949,10.229076385498047,
