epoch,step,train_loss,val_loss
0,49,25.732805252075195,
0,99,13.364998817443848,
0,149,7.80947208404541,
0,199,11.065869331359863,
0,249,3.4808707237243652,
0,250,,6.071909427642822
1,299,3.9249367713928223,
1,349,3.0519967079162598,
1,399,4.46802282333374,
1,449,2.9308388233184814,
1,499,2.9713289737701416,
1,501,,5.404719352722168
2,549,3.470566749572754,
2,599,2.6057066917419434,
2,649,5.53580379486084,
2,699,6.046176910400391,
2,749,4.31348991394043,
2,752,,5.019128799438477
3,799,4.298179626464844,
3,849,2.9040071964263916,
3,899,4.779781818389893,
3,949,4.738568305969238,
3,999,4.431836128234863,
3,1003,,4.929861545562744
4,1049,3.7161612510681152,
4,1099,3.135122776031494,
4,1149,11.333993911743164,
4,1199,3.9340317249298096,
4,1249,8.3887300491333,
4,1254,,4.98926305770874
5,1299,7.01825475692749,
5,1349,3.996936321258545,
5,1399,4.187235355377197,
5,1449,6.8935651779174805,
5,1499,3.105242967605591,
5,1505,,4.9788994789123535
6,1549,3.367619752883911,
6,1599,6.917779922485352,
6,1649,3.907839775085449,
6,1699,4.106510162353516,
6,1749,5.873528480529785,
6,1756,,4.964996814727783
7,1799,2.4479727745056152,
7,1849,4.831552505493164,
7,1899,3.8117029666900635,
7,1949,3.1053555011749268,
7,1999,4.142994403839111,
7,2007,,4.982305526733398
8,2049,2.192901611328125,
8,2099,3.920496702194214,
8,2149,4.148434162139893,
8,2199,3.832472324371338,
8,2249,3.4333884716033936,
8,2258,,4.966129779815674
9,2299,3.0467004776000977,
9,2349,4.383824348449707,
