epoch,step,train_loss,val_loss
0,49,55.6494026184082,
0,99,101.63378143310547,
0,149,21.297733306884766,
0,199,56.963130950927734,
0,249,26.843473434448242,
0,299,24.886207580566406,
0,349,5.693448543548584,
0,399,27.5895938873291,
0,449,4.300403594970703,
0,499,7.228024959564209,
0,549,4.832435607910156,
0,599,8.608558654785156,
0,649,14.070505142211914,
0,699,11.41584300994873,
0,749,3.4341042041778564,
0,752,,9.368844985961914
1,799,12.43628215789795,
1,849,23.2073974609375,
1,899,8.25767707824707,
1,949,13.369343757629395,
1,999,4.474552154541016,
1,1049,10.031905174255371,
1,1099,7.17443323135376,
1,1149,8.57523250579834,
1,1199,6.586276531219482,
1,1249,8.341043472290039,
1,1299,8.763545036315918,
1,1349,1.9014217853546143,
1,1399,11.617659568786621,
1,1449,13.14408016204834,
1,1499,2.7085299491882324,
1,1505,,5.879783630371094
2,1549,1.6185754537582397,
2,1599,2.020005226135254,
2,1649,5.642433166503906,
2,1699,2.9063053131103516,
2,1749,2.8929460048675537,
2,1799,2.7970292568206787,
2,1849,4.409370422363281,
2,1899,4.9299774169921875,
2,1949,6.735963344573975,
2,1999,4.757688999176025,
2,2049,8.084071159362793,
2,2099,7.209414958953857,
2,2149,2.322585344314575,
2,2199,7.449857234954834,
2,2249,3.3726608753204346,
2,2258,,5.127264976501465
3,2299,5.4069437980651855,
3,2349,4.330603122711182,
3,2399,2.5263819694519043,
3,2449,5.491480350494385,
3,2499,3.781635046005249,
3,2549,2.44431209564209,
3,2599,3.72599196434021,
3,2649,6.6415839195251465,
3,2699,1.944361925125122,
3,2749,3.0589118003845215,
