epoch,step,train_loss,val_loss
0,49,501.37646484375,
0,99,655.9353637695312,
0,149,563.3252563476562,
0,199,512.0330810546875,
0,249,403.0242919921875,
0,250,,520.4270629882812
1,299,434.93499755859375,
1,349,394.0919494628906,
1,399,375.2210693359375,
1,449,288.9519958496094,
1,499,349.1941833496094,
1,501,,501.89715576171875
2,549,435.01690673828125,
2,599,370.0318908691406,
2,649,481.7956848144531,
2,699,630.7295532226562,
2,749,324.5914001464844,
2,752,,480.9863586425781
3,799,411.9582824707031,
3,849,344.2668762207031,
3,899,387.9704895019531,
3,949,461.8802795410156,
3,999,358.301513671875,
3,1003,,450.88006591796875
4,1049,379.41461181640625,
4,1099,267.76953125,
4,1149,732.9934692382812,
4,1199,452.004150390625,
4,1249,515.5620727539062,
4,1254,,391.16217041015625
5,1299,464.9916076660156,
5,1349,315.3791198730469,
5,1399,251.0019989013672,
5,1449,384.0160827636719,
5,1499,167.60220336914062,
5,1505,,347.9892578125
6,1549,295.3716735839844,
6,1599,357.661376953125,
6,1649,227.83206176757812,
6,1699,326.2794494628906,
