epoch,step,train_loss,val_loss
0,49,26.645343780517578,
0,99,13.842394828796387,
0,149,7.558690547943115,
0,199,9.822818756103516,
0,249,3.5516819953918457,
0,250,,6.099174976348877
1,299,3.96602201461792,
1,349,3.3698036670684814,
1,399,4.782386302947998,
1,449,3.6247718334198,
1,499,3.246967077255249,
1,501,,5.632777690887451
2,549,3.876068353652954,
2,599,3.09139347076416,
2,649,6.033092498779297,
2,699,6.459967613220215,
2,749,4.548583030700684,
2,752,,5.468727111816406
3,799,4.440802097320557,
3,849,3.38791823387146,
3,899,5.425727367401123,
3,949,5.167647361755371,
3,999,5.115412712097168,
3,1003,,5.386303901672363
4,1049,3.8009777069091797,
4,1099,3.6610758304595947,
