epoch,step,train_loss,val_loss
0,49,122.68616485595703,
0,99,160.11212158203125,
0,149,136.9169921875,
0,199,124.45613861083984,
0,249,97.47268676757812,
0,250,,126.14077758789062
1,299,104.8908462524414,
1,349,94.58002471923828,
1,399,90.03500366210938,
1,449,68.5774154663086,
1,499,82.66082000732422,
1,501,,119.83724212646484
2,549,103.52754974365234,
2,599,87.2029037475586,
2,649,113.16377258300781,
2,699,148.71055603027344,
2,749,74.61211395263672,
2,752,,111.59998321533203
3,799,94.48345947265625,
3,849,77.3970947265625,
3,899,87.86212158203125,
