epoch,step,train_loss,val_loss
0,49,10.873007774353027,
0,99,5.450992107391357,
0,149,2.2446346282958984,
0,199,2.1459569931030273,
0,249,1.0370020866394043,
0,250,,1.2082918882369995
1,299,0.9028115272521973,
1,349,0.8357221484184265,
1,399,0.907909095287323,
1,449,0.8670616745948792,
1,499,0.7837951183319092,
1,501,,1.1236523389816284
2,549,0.8906956911087036,
2,599,0.7229130864143372,
2,649,1.1720505952835083,
2,699,1.5126245021820068,
2,749,0.9121649861335754,
2,752,,1.1173081398010254
3,799,0.8967325091362,
3,849,0.7794296741485596,
3,899,1.0497990846633911,
3,949,0.8920766115188599,
3,999,0.8962435722351074,
3,1003,,1.0495327711105347
4,1049,0.918604850769043,
4,1099,0.7641068696975708,
4,1149,1.474457025527954,
4,1199,0.8455339670181274,
4,1249,1.3011326789855957,
4,1254,,1.0463500022888184
5,1299,1.32430899143219,
5,1349,0.877736508846283,
5,1399,0.8474331498146057,
5,1449,1.5576633214950562,
